"id","income","watercolor2018","watercolor2019","respirr2018","respirr2019","watercolor_1m","respirr_1m","cov_1","cov_2","cov_3","acc1_1","acc1_2","acc1_3","acc2_1","acc2_2","acc2_3","bid_1","bid_2","bid_3","vote_1","vote_2","vote_3","choice_1","choice_2","choice_3","choice"
5,42500,2.2205818550257,1.62209691499338,1.66620381266637,1.09522323038165,1.49217549533386,1,6,6,0,75,100,0,75,100,0,5,35,0,3,3,3,0,0,1,3
5,42500,2.2205818550257,1.62209691499338,1.66620381266637,1.09522323038165,1.49217549533386,1,6,6,0,100,75,0,50,75,0,35,25,0,3,3,3,0,0,1,3
5,42500,2.2205818550257,1.62209691499338,1.66620381266637,1.09522323038165,1.49217549533386,1,12,12,0,50,100,0,50,100,0,5,35,0,3,3,3,0,0,1,3
6,30000,1.83401834265985,2.04137996320402,1.13717468619461,1.0419823040415,1.70348589275301,1,12,6,0,75,75,0,75,50,0,15,5,0,3,3,3,0,0,1,3
6,30000,1.83401834265985,2.04137996320402,1.13717468619461,1.0419823040415,1.70348589275301,1,6,6,0,75,100,0,75,100,0,5,35,0,3,3,3,0,0,1,3
6,30000,1.83401834265985,2.04137996320402,1.13717468619461,1.0419823040415,1.70348589275301,1,6,6,0,100,75,0,50,75,0,35,25,0,3,3,3,0,0,1,3
6,30000,1.83401834265985,2.04137996320402,1.13717468619461,1.0419823040415,1.70348589275301,1,12,12,0,50,100,0,50,100,0,5,35,0,3,3,3,0,0,1,3
7,137500,1.70260747164994,1.75038802928185,1.18107973709931,1.02496827882675,1.3294618108005,1,12,6,0,100,100,0,100,100,0,25,15,0,3,3,3,0,0,1,3
7,137500,1.70260747164994,1.75038802928185,1.18107973709931,1.02496827882675,1.3294618108005,1,12,12,0,100,50,0,50,50,0,35,5,0,3,3,3,0,0,1,3
7,137500,1.70260747164994,1.75038802928185,1.18107973709931,1.02496827882675,1.3294618108005,1,12,12,0,75,100,0,50,75,0,5,25,0,3,3,3,0,0,1,3
7,137500,1.70260747164994,1.75038802928185,1.18107973709931,1.02496827882675,1.3294618108005,1,6,6,0,50,75,0,50,75,0,5,35,0,3,3,3,0,0,1,3
8,42500,1.81694767920299,2.02012292544706,1.13495489887509,1.04176129397772,1.7026011218763,1,12,6,0,75,100,0,75,75,0,35,25,0,2,2,2,0,1,0,2
8,42500,1.81694767920299,2.02012292544706,1.13495489887509,1.04176129397772,1.7026011218763,1,6,6,0,100,50,0,50,50,0,25,15,0,1,1,1,1,0,0,1
8,42500,1.81694767920299,2.02012292544706,1.13495489887509,1.04176129397772,1.7026011218763,1,12,6,0,100,100,0,75,100,0,25,5,0,2,2,2,0,1,0,2
8,42500,1.81694767920299,2.02012292544706,1.13495489887509,1.04176129397772,1.7026011218763,1,12,12,0,100,75,0,50,75,0,15,5,0,1,1,1,1,0,0,1
9,87500,1.94003361842693,1.76575806314468,1.60535160122706,1.04231793020597,1.87492308509063,1,6,6,0,75,100,0,50,75,0,15,35,0,3,3,3,0,0,1,3
9,87500,1.94003361842693,1.76575806314468,1.60535160122706,1.04231793020597,1.87492308509063,1,6,12,0,50,100,0,50,75,0,5,25,0,3,3,3,0,0,1,3
9,87500,1.94003361842693,1.76575806314468,1.60535160122706,1.04231793020597,1.87492308509063,1,12,6,0,75,100,0,50,50,0,35,15,0,3,3,3,0,0,1,3
9,87500,1.94003361842693,1.76575806314468,1.60535160122706,1.04231793020597,1.87492308509063,1,12,12,0,100,75,0,100,50,0,35,25,0,3,3,3,0,0,1,3
10,62500,1.7407611206647,1.86614040650852,1.15704698861182,1.04330125518113,1.54188437106881,1,6,12,0,50,100,0,50,75,0,5,25,0,2,2,2,0,1,0,2
10,62500,1.7407611206647,1.86614040650852,1.15704698861182,1.04330125518113,1.54188437106881,1,12,6,0,75,100,0,50,50,0,35,15,0,2,2,2,0,1,0,2
10,62500,1.7407611206647,1.86614040650852,1.15704698861182,1.04330125518113,1.54188437106881,1,12,12,0,100,75,0,100,50,0,35,25,0,3,3,3,0,0,1,3
10,62500,1.7407611206647,1.86614040650852,1.15704698861182,1.04330125518113,1.54188437106881,1,6,6,0,75,100,0,50,75,0,15,35,0,1,1,1,1,0,0,1
11,225000,1.93218781405101,1.73762795973143,1.62634437994847,1.04011578041705,1.50410785216992,1.0125562971347,6,6,0,50,75,0,50,75,0,5,35,0,3,3,3,0,0,1,3
11,225000,1.93218781405101,1.73762795973143,1.62634437994847,1.04011578041705,1.50410785216992,1.0125562971347,12,6,0,100,100,0,100,100,0,25,15,0,2,2,2,0,1,0,2
11,225000,1.93218781405101,1.73762795973143,1.62634437994847,1.04011578041705,1.50410785216992,1.0125562971347,12,12,0,100,50,0,50,50,0,35,5,0,3,3,3,0,0,1,3
11,225000,1.93218781405101,1.73762795973143,1.62634437994847,1.04011578041705,1.50410785216992,1.0125562971347,12,12,0,75,100,0,50,75,0,5,25,0,2,2,2,0,1,0,2
12,87500,2.02100729732662,1.9186107212923,1.49867274417696,1.04441651939764,1.98209059218787,1,12,6,0,100,100,0,100,100,0,25,15,0,1,1,1,1,0,0,1
12,87500,2.02100729732662,1.9186107212923,1.49867274417696,1.04441651939764,1.98209059218787,1,12,12,0,100,50,0,50,50,0,35,5,0,1,1,1,1,0,0,1
12,87500,2.02100729732662,1.9186107212923,1.49867274417696,1.04441651939764,1.98209059218787,1,12,12,0,75,100,0,50,75,0,5,25,0,2,2,2,0,1,0,2
12,87500,2.02100729732662,1.9186107212923,1.49867274417696,1.04441651939764,1.98209059218787,1,6,6,0,50,75,0,50,75,0,5,35,0,3,3,3,0,0,1,3
13,87500,1.8470964555723,2.05858866029585,1.13859394410132,1.04298001024332,1.70783055409279,1,6,12,0,50,100,0,50,75,0,5,25,0,1,1,1,1,0,0,1
13,87500,1.8470964555723,2.05858866029585,1.13859394410132,1.04298001024332,1.70783055409279,1,12,6,0,75,100,0,50,50,0,35,15,0,3,3,3,0,0,1,3
13,87500,1.8470964555723,2.05858866029585,1.13859394410132,1.04298001024332,1.70783055409279,1,12,12,0,100,75,0,100,50,0,35,25,0,3,3,3,0,0,1,3
13,87500,1.8470964555723,2.05858866029585,1.13859394410132,1.04298001024332,1.70783055409279,1,6,6,0,75,100,0,50,75,0,15,35,0,3,3,3,0,0,1,3
14,137500,1.7407611206647,1.86614040650852,1.15704698861182,1.04330125518113,1.44062604791904,1,6,12,0,100,50,0,100,50,0,25,15,0,1,1,1,1,0,0,1
14,137500,1.7407611206647,1.86614040650852,1.15704698861182,1.04330125518113,1.44062604791904,1,6,12,0,100,50,0,75,50,0,15,25,0,2,2,2,0,1,0,2
14,137500,1.7407611206647,1.86614040650852,1.15704698861182,1.04330125518113,1.44062604791904,1,12,6,0,100,50,0,100,50,0,35,15,0,1,1,1,1,0,0,1
14,137500,1.7407611206647,1.86614040650852,1.15704698861182,1.04330125518113,1.44062604791904,1,6,12,0,75,100,0,50,50,0,5,35,0,2,2,2,0,1,0,2
15,137500,1.72457172478981,1.84807658784418,1.15395520534464,1.04358975865283,1.81623404855117,1,6,6,0,75,100,0,75,100,0,5,35,0,3,3,3,0,0,1,3
15,137500,1.72457172478981,1.84807658784418,1.15395520534464,1.04358975865283,1.81623404855117,1,6,6,0,100,75,0,50,75,0,35,25,0,3,3,3,0,0,1,3
15,137500,1.72457172478981,1.84807658784418,1.15395520534464,1.04358975865283,1.81623404855117,1,12,12,0,50,100,0,50,100,0,5,35,0,3,3,3,0,0,1,3
15,137500,1.72457172478981,1.84807658784418,1.15395520534464,1.04358975865283,1.81623404855117,1,12,6,0,75,75,0,75,50,0,15,5,0,3,3,3,0,0,1,3
16,42500,2.02677092391826,1.94428210601213,1.47590854484423,1.04705060793583,1.79093423570154,1.00498441810381,12,12,0,75,100,0,50,75,0,5,25,0,3,3,3,0,0,1,3
16,42500,2.02677092391826,1.94428210601213,1.47590854484423,1.04705060793583,1.79093423570154,1.00498441810381,6,6,0,50,75,0,50,75,0,5,35,0,3,3,3,0,0,1,3
16,42500,2.02677092391826,1.94428210601213,1.47590854484423,1.04705060793583,1.79093423570154,1.00498441810381,12,6,0,100,100,0,100,100,0,25,15,0,3,3,3,0,0,1,3
16,42500,2.02677092391826,1.94428210601213,1.47590854484423,1.04705060793583,1.79093423570154,1.00498441810381,12,12,0,100,50,0,50,50,0,35,5,0,3,3,3,0,0,1,3
17,112500,2.02623053156871,1.93140886659573,1.48703884677077,1.04518358174246,1.97662145458519,1,12,12,0,100,50,0,50,50,0,35,5,0,2,2,2,0,1,0,2
17,112500,2.02623053156871,1.93140886659573,1.48703884677077,1.04518358174246,1.97662145458519,1,12,12,0,75,100,0,50,75,0,5,25,0,3,3,3,0,0,1,3
17,112500,2.02623053156871,1.93140886659573,1.48703884677077,1.04518358174246,1.97662145458519,1,6,6,0,50,75,0,50,75,0,5,35,0,1,1,1,1,0,0,1
17,112500,2.02623053156871,1.93140886659573,1.48703884677077,1.04518358174246,1.97662145458519,1,12,6,0,100,100,0,100,100,0,25,15,0,2,2,2,0,1,0,2
18,62500,1.92661693134268,1.70847433328314,1.65199549165067,1.04657878178048,1.49148921747434,1.00687870210331,12,6,0,100,50,0,100,50,0,35,15,0,1,1,1,1,0,0,1
18,62500,1.92661693134268,1.70847433328314,1.65199549165067,1.04657878178048,1.49148921747434,1.00687870210331,6,12,0,75,100,0,50,50,0,5,35,0,2,2,2,0,1,0,2
18,62500,1.92661693134268,1.70847433328314,1.65199549165067,1.04657878178048,1.49148921747434,1.00687870210331,6,12,0,100,50,0,100,50,0,25,15,0,1,1,1,1,0,0,1
18,62500,1.92661693134268,1.70847433328314,1.65199549165067,1.04657878178048,1.49148921747434,1.00687870210331,6,12,0,100,50,0,75,50,0,15,25,0,1,1,1,1,0,0,1
19,225000,1.70391989596977,1.78932301989964,1.21687913803829,1.04740014638487,1.57910567822099,1,12,12,0,100,50,0,50,50,0,35,5,0,3,3,3,0,0,1,3
19,225000,1.70391989596977,1.78932301989964,1.21687913803829,1.04740014638487,1.57910567822099,1,12,12,0,75,100,0,50,75,0,5,25,0,3,3,3,0,0,1,3
19,225000,1.70391989596977,1.78932301989964,1.21687913803829,1.04740014638487,1.57910567822099,1,6,6,0,50,75,0,50,75,0,5,35,0,3,3,3,0,0,1,3
19,225000,1.70391989596977,1.78932301989964,1.21687913803829,1.04740014638487,1.57910567822099,1,12,6,0,100,100,0,100,100,0,25,15,0,3,3,3,0,0,1,3
20,225000,1.75867925631408,1.83931698961893,1.1801195239214,1.03007871907513,1.75960872887719,1,12,6,0,75,100,0,75,75,0,35,25,0,3,3,3,0,0,1,3
20,225000,1.75867925631408,1.83931698961893,1.1801195239214,1.03007871907513,1.75960872887719,1,6,6,0,100,50,0,50,50,0,25,15,0,3,3,3,0,0,1,3
20,225000,1.75867925631408,1.83931698961893,1.1801195239214,1.03007871907513,1.75960872887719,1,12,6,0,100,100,0,75,100,0,25,5,0,3,3,3,0,0,1,3
20,225000,1.75867925631408,1.83931698961893,1.1801195239214,1.03007871907513,1.75960872887719,1,12,12,0,100,75,0,50,75,0,15,5,0,3,3,3,0,0,1,3
21,62500,1.74171005246803,1.87444649939853,1.15360439555994,1.04416372355879,1.57557508001165,1,12,12,0,100,50,0,50,50,0,35,5,0,3,3,3,0,0,1,3
21,62500,1.74171005246803,1.87444649939853,1.15360439555994,1.04416372355879,1.57557508001165,1,12,12,0,75,100,0,50,75,0,5,25,0,3,3,3,0,0,1,3
21,62500,1.74171005246803,1.87444649939853,1.15360439555994,1.04416372355879,1.57557508001165,1,6,6,0,50,75,0,50,75,0,5,35,0,3,3,3,0,0,1,3
21,62500,1.74171005246803,1.87444649939853,1.15360439555994,1.04416372355879,1.57557508001165,1,12,6,0,100,100,0,100,100,0,25,15,0,3,3,3,0,0,1,3
22,112500,1.72154449122492,1.84138614253262,1.15503351241269,1.0432417440948,1.54550108207461,1,6,6,0,100,75,0,50,75,0,35,25,0,3,3,3,0,0,1,3
22,112500,1.72154449122492,1.84138614253262,1.15503351241269,1.0432417440948,1.54550108207461,1,12,12,0,50,100,0,50,100,0,5,35,0,3,3,3,0,0,1,3
22,112500,1.72154449122492,1.84138614253262,1.15503351241269,1.0432417440948,1.54550108207461,1,12,6,0,75,75,0,75,50,0,15,5,0,3,3,3,0,0,1,3
22,112500,1.72154449122492,1.84138614253262,1.15503351241269,1.0432417440948,1.54550108207461,1,6,6,0,75,100,0,75,100,0,5,35,0,3,3,3,0,0,1,3
23,62500,2.38275725103629,2.14177313777334,1.67920514310109,1.11259341272383,2.13209624519082,1,12,6,0,100,100,0,100,100,0,25,15,0,2,2,2,0,1,0,2
23,62500,2.38275725103629,2.14177313777334,1.67920514310109,1.11259341272383,2.13209624519082,1,12,12,0,100,50,0,50,50,0,35,5,0,1,1,1,1,0,0,1
23,62500,2.38275725103629,2.14177313777334,1.67920514310109,1.11259341272383,2.13209624519082,1,12,12,0,75,100,0,50,75,0,5,25,0,2,2,2,0,1,0,2
23,62500,2.38275725103629,2.14177313777334,1.67920514310109,1.11259341272383,2.13209624519082,1,6,6,0,50,75,0,50,75,0,5,35,0,2,2,2,0,1,0,2
24,30000,1.7407611206647,1.86614040650852,1.15704698861182,1.04330125518113,1.5714825989961,1,12,6,0,100,100,0,75,100,0,25,5,0,3,3,3,0,0,1,3
24,30000,1.7407611206647,1.86614040650852,1.15704698861182,1.04330125518113,1.5714825989961,1,12,12,0,100,75,0,50,75,0,15,5,0,3,3,3,0,0,1,3
24,30000,1.7407611206647,1.86614040650852,1.15704698861182,1.04330125518113,1.5714825989961,1,12,6,0,75,100,0,75,75,0,35,25,0,3,3,3,0,0,1,3
24,30000,1.7407611206647,1.86614040650852,1.15704698861182,1.04330125518113,1.5714825989961,1,6,6,0,100,50,0,50,50,0,25,15,0,3,3,3,0,0,1,3
25,87500,2.20572447082072,1.59480949932363,1.66503600362607,1.09376914542823,1.47266578231418,1,6,6,0,75,100,0,75,100,0,5,35,0,2,2,2,0,1,0,2
25,87500,2.20572447082072,1.59480949932363,1.66503600362607,1.09376914542823,1.47266578231418,1,6,6,0,100,75,0,50,75,0,35,25,0,1,1,1,1,0,0,1
25,87500,2.20572447082072,1.59480949932363,1.66503600362607,1.09376914542823,1.47266578231418,1,12,12,0,50,100,0,50,100,0,5,35,0,2,2,2,0,1,0,2
25,87500,2.20572447082072,1.59480949932363,1.66503600362607,1.09376914542823,1.47266578231418,1,12,6,0,75,75,0,75,50,0,15,5,0,1,1,1,1,0,0,1
26,7500,1.72154449122492,1.84138614253262,1.15503351241269,1.0432417440948,1.48425658452415,1,12,12,0,100,75,0,100,50,0,35,25,0,3,3,3,0,0,1,3
26,7500,1.72154449122492,1.84138614253262,1.15503351241269,1.0432417440948,1.48425658452415,1,6,6,0,75,100,0,50,75,0,15,35,0,2,2,2,0,1,0,2
26,7500,1.72154449122492,1.84138614253262,1.15503351241269,1.0432417440948,1.48425658452415,1,6,12,0,50,100,0,50,75,0,5,25,0,3,3,3,0,0,1,3
26,7500,1.72154449122492,1.84138614253262,1.15503351241269,1.0432417440948,1.48425658452415,1,12,6,0,75,100,0,50,50,0,35,15,0,1,1,1,1,0,0,1
27,42500,1.58769691113004,1.58376241039413,1.15283501131143,1.02791617323465,1.37215286711121,1,6,12,0,100,50,0,75,50,0,15,25,0,1,1,1,1,0,0,1
27,42500,1.58769691113004,1.58376241039413,1.15283501131143,1.02791617323465,1.37215286711121,1,12,6,0,100,50,0,100,50,0,35,15,0,1,1,1,1,0,0,1
27,42500,1.58769691113004,1.58376241039413,1.15283501131143,1.02791617323465,1.37215286711121,1,6,12,0,75,100,0,50,50,0,5,35,0,1,1,1,1,0,0,1
27,42500,1.58769691113004,1.58376241039413,1.15283501131143,1.02791617323465,1.37215286711121,1,6,12,0,100,50,0,100,50,0,25,15,0,1,1,1,1,0,0,1
28,30000,2.36874388766133,1.90993453966991,1.66849003115363,1.10278474669163,1.71013877313316,1,12,6,0,75,100,0,75,75,0,35,25,0,3,3,3,0,0,1,3
28,30000,2.36874388766133,1.90993453966991,1.66849003115363,1.10278474669163,1.71013877313316,1,6,6,0,100,50,0,50,50,0,25,15,0,3,3,3,0,0,1,3
28,30000,2.36874388766133,1.90993453966991,1.66849003115363,1.10278474669163,1.71013877313316,1,12,6,0,100,100,0,75,100,0,25,5,0,3,3,3,0,0,1,3
28,30000,2.36874388766133,1.90993453966991,1.66849003115363,1.10278474669163,1.71013877313316,1,12,12,0,100,75,0,50,75,0,15,5,0,3,3,3,0,0,1,3
29,42500,1.39492210514796,1.44879244749502,1.12639075011254,1.04515076363941,1.33510383570885,1,12,12,0,50,100,0,50,100,0,5,35,0,1,1,1,1,0,0,1
29,42500,1.39492210514796,1.44879244749502,1.12639075011254,1.04515076363941,1.33510383570885,1,12,6,0,75,75,0,75,50,0,15,5,0,2,2,2,0,1,0,2
29,42500,1.39492210514796,1.44879244749502,1.12639075011254,1.04515076363941,1.33510383570885,1,6,6,0,75,100,0,75,100,0,5,35,0,1,1,1,1,0,0,1
29,42500,1.39492210514796,1.44879244749502,1.12639075011254,1.04515076363941,1.33510383570885,1,6,6,0,100,75,0,50,75,0,35,25,0,2,2,2,0,1,0,2
30,42500,2.02623053156871,1.93140886659573,1.48703884677077,1.04518358174246,1.74672240540034,1.00664454354189,12,6,0,100,50,0,100,50,0,35,15,0,1,1,1,1,0,0,1
30,42500,2.02623053156871,1.93140886659573,1.48703884677077,1.04518358174246,1.74672240540034,1.00664454354189,6,12,0,75,100,0,50,50,0,5,35,0,2,2,2,0,1,0,2
30,42500,2.02623053156871,1.93140886659573,1.48703884677077,1.04518358174246,1.74672240540034,1.00664454354189,6,12,0,100,50,0,100,50,0,25,15,0,1,1,1,1,0,0,1
30,42500,2.02623053156871,1.93140886659573,1.48703884677077,1.04518358174246,1.74672240540034,1.00664454354189,6,12,0,100,50,0,75,50,0,15,25,0,2,2,2,0,1,0,2
31,87500,1.72457172478981,1.84807658784418,1.15395520534464,1.04358975865283,1.51710136166121,1,6,6,0,75,100,0,50,75,0,15,35,0,1,1,1,1,0,0,1
31,87500,1.72457172478981,1.84807658784418,1.15395520534464,1.04358975865283,1.51710136166121,1,6,12,0,50,100,0,50,75,0,5,25,0,1,1,1,1,0,0,1
31,87500,1.72457172478981,1.84807658784418,1.15395520534464,1.04358975865283,1.51710136166121,1,12,6,0,75,100,0,50,50,0,35,15,0,2,2,2,0,1,0,2
31,87500,1.72457172478981,1.84807658784418,1.15395520534464,1.04358975865283,1.51710136166121,1,12,12,0,100,75,0,100,50,0,35,25,0,3,3,3,0,0,1,3
32,62500,2.01689833691568,1.91709935383648,1.50047030135846,1.04513754262985,2.16504621873634,1,12,6,0,100,100,0,100,100,0,25,15,0,2,2,2,0,1,0,2
32,62500,2.01689833691568,1.91709935383648,1.50047030135846,1.04513754262985,2.16504621873634,1,12,12,0,100,50,0,50,50,0,35,5,0,3,3,3,0,0,1,3
32,62500,2.01689833691568,1.91709935383648,1.50047030135846,1.04513754262985,2.16504621873634,1,12,12,0,75,100,0,50,75,0,5,25,0,3,3,3,0,0,1,3
32,62500,2.01689833691568,1.91709935383648,1.50047030135846,1.04513754262985,2.16504621873634,1,6,6,0,50,75,0,50,75,0,5,35,0,3,3,3,0,0,1,3
33,20000,1.64909515412453,1.67289422200191,1.18001734701308,1.02427083257573,1.34542302981447,1,12,6,0,75,100,0,75,75,0,35,25,0,2,2,2,0,1,0,2
33,20000,1.64909515412453,1.67289422200191,1.18001734701308,1.02427083257573,1.34542302981447,1,6,6,0,100,50,0,50,50,0,25,15,0,2,2,2,0,1,0,2
33,20000,1.64909515412453,1.67289422200191,1.18001734701308,1.02427083257573,1.34542302981447,1,12,6,0,100,100,0,75,100,0,25,5,0,2,2,2,0,1,0,2
33,20000,1.64909515412453,1.67289422200191,1.18001734701308,1.02427083257573,1.34542302981447,1,12,12,0,100,75,0,50,75,0,15,5,0,2,2,2,0,1,0,2
34,7500,2.04140252553924,1.97724114260427,1.4458046049819,1.04875172739254,2.28455013780918,1,12,12,0,100,75,0,50,75,0,15,5,0,2,2,2,0,1,0,2
34,7500,2.04140252553924,1.97724114260427,1.4458046049819,1.04875172739254,2.28455013780918,1,12,6,0,75,100,0,75,75,0,35,25,0,2,2,2,0,1,0,2
34,7500,2.04140252553924,1.97724114260427,1.4458046049819,1.04875172739254,2.28455013780918,1,6,6,0,100,50,0,50,50,0,25,15,0,1,1,1,1,0,0,1
34,7500,2.04140252553924,1.97724114260427,1.4458046049819,1.04875172739254,2.28455013780918,1,12,6,0,100,100,0,75,100,0,25,5,0,2,2,2,0,1,0,2
35,87500,1.44634705627822,1.50732126489216,1.14120372301737,1.04617038897227,1.36807883270385,1,6,12,0,100,50,0,75,50,0,15,25,0,1,1,1,1,0,0,1
35,87500,1.44634705627822,1.50732126489216,1.14120372301737,1.04617038897227,1.36807883270385,1,12,6,0,100,50,0,100,50,0,35,15,0,1,1,1,1,0,0,1
35,87500,1.44634705627822,1.50732126489216,1.14120372301737,1.04617038897227,1.36807883270385,1,6,12,0,75,100,0,50,50,0,5,35,0,2,2,2,0,1,0,2
35,87500,1.44634705627822,1.50732126489216,1.14120372301737,1.04617038897227,1.36807883270385,1,6,12,0,100,50,0,100,50,0,25,15,0,1,1,1,1,0,0,1
36,7500,1.6524690954876,1.30065970764349,1.37286400345025,1.0931210213635,1.15286139112922,1,12,6,0,75,100,0,50,50,0,35,15,0,2,2,2,0,1,0,2
36,7500,1.6524690954876,1.30065970764349,1.37286400345025,1.0931210213635,1.15286139112922,1,12,12,0,100,75,0,100,50,0,35,25,0,2,2,2,0,1,0,2
36,7500,1.6524690954876,1.30065970764349,1.37286400345025,1.0931210213635,1.15286139112922,1,6,6,0,75,100,0,50,75,0,15,35,0,2,2,2,0,1,0,2
36,7500,1.6524690954876,1.30065970764349,1.37286400345025,1.0931210213635,1.15286139112922,1,6,12,0,50,100,0,50,75,0,5,25,0,2,2,2,0,1,0,2
37,20000,2.38385384523455,2.143046291665,1.67932397635633,1.11273661778472,1.91303621710149,1,6,6,0,50,75,0,50,75,0,5,35,0,1,1,1,1,0,0,1
37,20000,2.38385384523455,2.143046291665,1.67932397635633,1.11273661778472,1.91303621710149,1,12,6,0,100,100,0,100,100,0,25,15,0,1,1,1,1,0,0,1
37,20000,2.38385384523455,2.143046291665,1.67932397635633,1.11273661778472,1.91303621710149,1,12,12,0,100,50,0,50,50,0,35,5,0,2,2,2,0,1,0,2
37,20000,2.38385384523455,2.143046291665,1.67932397635633,1.11273661778472,1.91303621710149,1,12,12,0,75,100,0,50,75,0,5,25,0,1,1,1,1,0,0,1
38,42500,1.70581263948413,1.81571773486536,1.15608685296376,1.04253741529096,1.44990398075634,1,6,12,0,75,100,0,50,50,0,5,35,0,1,1,1,1,0,0,1
38,42500,1.70581263948413,1.81571773486536,1.15608685296376,1.04253741529096,1.44990398075634,1,6,12,0,100,50,0,100,50,0,25,15,0,2,2,2,0,1,0,2
38,42500,1.70581263948413,1.81571773486536,1.15608685296376,1.04253741529096,1.44990398075634,1,6,12,0,100,50,0,75,50,0,15,25,0,2,2,2,0,1,0,2
38,42500,1.70581263948413,1.81571773486536,1.15608685296376,1.04253741529096,1.44990398075634,1,12,6,0,100,50,0,100,50,0,35,15,0,1,1,1,1,0,0,1
39,62500,2.2205818550257,1.62209691499338,1.66620381266637,1.09522323038165,1.45162883019033,1,12,12,0,50,100,0,50,100,0,5,35,0,3,3,3,0,0,1,3
39,62500,2.2205818550257,1.62209691499338,1.66620381266637,1.09522323038165,1.45162883019033,1,12,6,0,75,75,0,75,50,0,15,5,0,3,3,3,0,0,1,3
39,62500,2.2205818550257,1.62209691499338,1.66620381266637,1.09522323038165,1.45162883019033,1,6,6,0,75,100,0,75,100,0,5,35,0,3,3,3,0,0,1,3
39,62500,2.2205818550257,1.62209691499338,1.66620381266637,1.09522323038165,1.45162883019033,1,6,6,0,100,75,0,50,75,0,35,25,0,3,3,3,0,0,1,3
40,42500,1.89715868129504,1.73328588257651,1.3562740425137,1.0359574709933,1.78478920881938,1,6,12,0,100,50,0,75,50,0,15,25,0,3,3,3,0,0,1,3
40,42500,1.89715868129504,1.73328588257651,1.3562740425137,1.0359574709933,1.78478920881938,1,12,6,0,100,50,0,100,50,0,35,15,0,3,3,3,0,0,1,3
40,42500,1.89715868129504,1.73328588257651,1.3562740425137,1.0359574709933,1.78478920881938,1,6,12,0,75,100,0,50,50,0,5,35,0,3,3,3,0,0,1,3
40,42500,1.89715868129504,1.73328588257651,1.3562740425137,1.0359574709933,1.78478920881938,1,6,12,0,100,50,0,100,50,0,25,15,0,3,3,3,0,0,1,3
